UserID,TrueNews,FalseNews,TotalNews,PageRankCentrality,DegreeCentrality,ClosenessCentrality,UserScore
15857894,34,0,34,0.0007643072586170026,0.0006952998822917527,0.41598725645564716,10.241744686359656
25138568,26,0,26,2.964658826684882e-06,4.345569919618668e-19,0.4180390199429039,7.841804198460173
18188773,25,0,25,0.006584315244369196,0.006019053163703776,0.41270922973874613,7.542531259814682
243446474,24,0,24,0.005831313142029806,0.005312177546817985,0.3831549058132983,7.239429839650214
380494561,22,0,22,0.0007643072586170034,0.0006952998822917531,0.4159872564556472,6.641744686359655
16533846,21,0,21,0.00448982754875619,0.004041383674784899,0.42979643898658254,6.343832765021012
2238058567,20,0,20,0.012156940934898773,0.011164274322169055,0.33642307003403177,6.03597442852911
96815329,18,0,18,0.006428570480062218,0.005808080808080808,0.43825653941285775,5.445049319070099
46557084,16,0,16,0.003811422979196332,0.003425559947299078,0.4463921811158537,4.845362916404235
2463263084,15,0,15,0.0007643072586170034,0.0006952998822917531,0.4159872564556472,4.541744686359656
231448097,14,0,14,0.000764307258617003,0.0006952998822917531,0.4159872564556472,4.241744686359656
319855522,14,0,14,0.000764307258617003,0.0006952998822917531,0.4159872564556472,4.241744686359656
2210613506,14,0,14,0.000764307258617003,0.0006952998822917531,0.4159872564556472,4.241744686359656
221180607,14,0,14,0.000764307258617003,0.0006952998822917531,0.4159872564556472,4.241744686359656
225723675,14,0,14,0.000764307258617003,0.0006952998822917531,0.4159872564556472,4.241744686359656
10812972,14,0,14,0.00041866975483447144,0.00038272412373131787,0.3154014291351941,4.231620282301377
45881659,14,0,14,0.00041866975483447144,0.00038272412373131787,0.3154014291351941,4.231620282301377
827972902909718528,14,0,14,0.017390647926799743,0.016253722636701363,0.20681086398552218,4.224045523454903
44745275,13,0,13,0.000764307258617003,0.0006952998822917531,0.4159872564556472,3.9417446863596552
14517538,13,0,13,0.002276657942873229,0.002138708613528758,0.38123385289537015,3.938564921945177
757997840874385408,13,0,13,0.005714149828525653,0.00498693225965953,0.20325228065597867,3.921395336274416
245287542,12,0,12,0.0017077198508327624,0.0015841871956979875,0.3810015884169565,3.6384293495463487
954566207654498304,12,0,12,0.0125733048080221,0.012715389185977418,0.31440474682055836,3.6339693440814553
402094121,11,0,11,0.0017077198508327624,0.0015841871956979875,0.3810015884169565,3.338429349546349
5849252,11,0,11,0.0003594059504839134,0.0003542534348221559,0.3065724914390104,3.330728615082432
41829280,10,1,11,0.004697495871688944,0.004289478592290307,0.38453147834234,3.0757154816442682
71369563,10,0,10,0.03738347993603937,0.03406171588031063,0.3622823562011393,3.043372755201749
33056929,10,0,10,0.0018902609566591455,0.0017231027529130514,0.41688886773554695,3.042050223144512
46766221,10,0,10,2.964658826684882e-06,0.0,0.41803901994290393,3.0418041984601727
932407230,10,0,10,0.0005574484295572772,0.0005358396802247073,0.4074138156334325,3.040850710374322
57707436,10,0,10,4.099758610946584e-06,2.0572321997984647e-05,0.341896062025025,3.0341920734105634
45185080,10,0,10,0.001884581275736989,0.0017080880749945496,0.32809970229243884,3.033169237164317
819910055520768001,10,0,10,0.00548993236391303,0.004497617918239849,0.1527345362371668,3.0162722086519316
865060466,9,0,9,0.07848844648979679,0.07220351664796111,0.45519135470774374,2.76058833178455
39845469,9,0,9,0.013423212704966847,0.012559457003901446,0.3218847218344381,2.7347867391543303
20008724,9,0,9,0.0008911325752721771,0.0008819102026053059,0.316037054365324,2.73178100971432
4320799523,9,0,9,0.027129636231801656,0.02869306087696892,0.24113935182529256,2.7296962048934064
220797812,9,0,9,0.0012029930621241872,0.0012270856715301164,0.27612779970408086,2.7278557878437737
51684249,8,1,9,0.0024479918823550892,0.0022094316675052854,0.3871022906058148,2.483620415860012
254719698,8,0,8,0.06919802285578047,0.06914600550964188,0.3628573255746717,2.450120135394009
322054650,8,0,8,0.006798579601068423,0.006147993088782564,0.43270495265701986,2.444565152534687
191491913,8,0,8,0.004714113938263453,0.004242424242424243,0.4341914578346604,2.444314799601534
14306087,8,0,8,0.0002639002791629326,0.00025252525252525274,0.4181616156809979,2.4418678041212685
256686567,8,0,8,0.0011146105384852573,0.0010347376201034744,0.41615084471435104,2.4418300192872935
148565166,8,0,8,0.0002712880402096029,0.0002445085778419118,0.4172078854029475,2.4417723682020998
14851389,8,0,8,0.0007643072586170026,0.0006952998822917527,0.41598725645564716,2.4417446863596552
21450106,8,0,8,0.0007643072586170026,0.0006952998822917527,0.41598725645564716,2.4417446863596552
779093905,8,0,8,0.0025489546865578605,0.002400835400968681,0.40916008853140307,2.4414109878618926
60941344,8,0,8,0.020272602167528634,0.018466861849074766,0.3672023315083515,2.4405941795524955
478281666,8,0,8,0.0011108186686321763,0.0011111111111111118,0.23416100414759722,2.4236382933927336
1281101401,7,0,7,0.006428570480062218,0.005808080808080808,0.4382565394128577,2.1450493190701003
121664677,7,0,7,0.004714113938263453,0.004242424242424243,0.4341914578346604,2.1443147996015344
195188883,7,0,7,0.004592683102566351,0.004148629148629149,0.4324801052785852,2.1441221417529777
412156626,7,0,7,0.0011646538641807216,0.0010832287255051493,0.4161742144655945,2.141842209705528
81205721,7,0,7,2.964658826685329e-06,4.345569919618668e-19,0.4180390199429039,2.141804198460173
1689932947,7,0,7,0.0007643072586170021,0.0006952998822917531,0.4159872564556472,2.1417446863596554
304140582,7,0,7,0.0027643191646222007,0.002614012685955132,0.38143293673401035,2.1386811268584585
75600769,7,0,7,0.0017077198508327624,0.001584187195697987,0.3810015884169565,2.138429349546349
17345738,7,0,7,0.0003592833125476449,0.00032804924891255844,0.33006394210772405,2.1330751274669186
31176510,7,0,7,0.011036808477738384,0.010245934921259596,0.2973697110383728,2.131865245443737
74144130,7,0,7,0.005045446577369206,0.004673663666469424,0.2986943024547076,2.130841341269855
494026634,6,1,7,0.009766908597344295,0.008899912896526762,0.2818106171572161,1.8871906010079658
36689005,6,0,6,0.026167087872500334,0.023672623672623672,0.4508328855454057,1.8500672597090526
614519860,6,0,6,0.003811422979196332,0.003425559947299078,0.44639218111585366,1.8453629164042347
27618505,6,0,6,0.005793954741310349,0.005286195286195287,0.43473264247566024,1.8445812792503165
