User ID,True News,False News,Total News,PageRank Centrality,Degree Centrality,Closeness Centrality
87512843,3,0,3,0.023302136391902442,0.021253071253071257,0.4163773863099196
250386727,1,0,1,0.054998645069010234,0.05214305214305215,0.41607547323815286
32529947,1,0,1,0.027414312105923846,0.025061425061425065,0.403373999111058
21605446,1,0,1,0.027414312105923846,0.025061425061425065,0.403373999111058
28611914,1,0,1,0.027414312105923846,0.025061425061425065,0.403373999111058
180500350,1,0,1,0.027414312105923846,0.025061425061425065,0.403373999111058
385088319,4,0,4,0.009712145260878212,0.008834526225830572,0.4356376356146548
423709378,2,0,2,0.015612867542560088,0.01424349250436207,0.4248830901134559
419054153,3,0,3,0.011679052688105504,0.010637514985341072,0.43205278711425515
54636688,1,0,1,0.15911610401896484,0.16046956046956048,0.474037129818135
224536119,1,0,1,0.027414312105923846,0.025061425061425065,0.403373999111058
604532930,1,0,1,0.027414312105923846,0.025061425061425065,0.403373999111058
134707344,2,0,2,0.014878814839229029,0.013643535677433986,0.3674509614048887
21428264,1,0,1,0.027414312105923846,0.025061425061425065,0.403373999111058
2543982944,2,1,3,0.010097166391786866,0.009255224276991892,0.36705281280251156
334626794,2,0,2,0.014662340680370362,0.013390052196022347,0.39578730109073845
166979171,2,0,2,0.016431367320188666,0.01499984833318167,0.4084424238758913
1264743678,1,0,1,0.027414312105923846,0.025061425061425065,0.403373999111058
4709272320,1,1,2,0.013974090801413194,0.012770013268766388,0.3848152573544076
756129356850749440,2,0,2,0.027414312105923846,0.025061425061425065,0.403373999111058
2817032828,1,0,1,0.027414312105923846,0.025061425061425065,0.403373999111058
350772690,1,0,1,0.027414312105923846,0.025061425061425065,0.403373999111058
480473786,2,0,2,0.04261323490839759,0.03860223860223861,0.33555917203248203
4634538081,1,0,1,0.027414312105923846,0.025061425061425065,0.403373999111058
803686502014316544,1,0,1,0.027414312105923846,0.025061425061425065,0.403373999111058
816721753284059136,1,0,1,0.027414312105923846,0.025061425061425065,0.403373999111058
30203951,1,0,1,0.054998645069010234,0.05214305214305215,0.41607547323815286
109023789,1,0,1,0.03022782474778494,0.025061425061425065,0.25504287082681115
23180712,1,0,1,0.028764320882409277,0.025061425061425065,0.2814635885640822
48227953,1,0,1,0.028764320882409277,0.025061425061425065,0.2814635885640822
302068726,1,0,1,0.028764320882409277,0.025061425061425065,0.2814635885640822
22409843,1,0,1,0.028764320882409277,0.025061425061425065,0.2814635885640822
30336920,1,0,1,0.028764320882409277,0.025061425061425065,0.2814635885640822
710928087387664388,1,0,1,0.03022782474778494,0.025061425061425065,0.25504287082681115
6699552,1,0,1,0.004714113938263453,0.004242424242424243,0.4341914578346604
14951764,1,0,1,0.004714113938263453,0.004242424242424243,0.4341914578346604
16431639,2,0,2,0.004714113938263453,0.004242424242424243,0.4341914578346604
14114142,1,0,1,0.004714113938263453,0.004242424242424243,0.4341914578346604
16446993,1,0,1,0.004714113938263453,0.004242424242424243,0.4341914578346604
16431617,1,0,1,0.004714113938263453,0.004242424242424243,0.4341914578346604
