politifact9438,"576347147, 18622869, 601542945, 1025137555, 325388136, 558533438, 456394890, 864964650, 369370241, 209554670, 226248858, 621335481, 22663685, 440484874, 5477672, 45380579, 245109455, 34742442, 385827528, 144679021, 39069962, 157522636, 280398824, 17351088, 136300373, 104715826, 25758575, 1024513729, 897197394, 141834186, 32716397, 516971227, 410076073, 2467791, 16327826, 795890814, 80310633, 42038700, 20931390, 241983890, 14307281, 862704409, 226177054, 30909422, 23500923, 274455326, 18209971, 12843902, 242359285, 14428289, 15783670, 225087170, 582233100, 582233100, 19961453, 884929662, 14138232, 21788008, 1110934758, 96776968, 260779572, 141703185, 7661462, 21963818, 21963818, 21963818, 21963818, 21963818, 2467791, 778168772, 364973965, 179761919, 534791948, 824492112, 634027990, 235869355, 115476919, 231059966, 43387270, 529821246, 156306739, 38252077, 948638798, 437819589, 595699989, 16185323, 315551637, 354496822, 95896845, 4993981, 1169900946, 609335814, 151548922, 1110842648, 16481893, 454851514, 114156985, 772983, 992349470, 214906101, 125413510, 1079057318, 70811389, 159186855, 20284379, 55925774, 17545469, 7267552, 226640681, 226640681, 583658052, 536201602, 131936695, 969449990, 92655406, 232125698, 222286323, 1455463015, 213782949, 2351517164, 2992751, 2288570946, 279404783, 79209776, 797768940, 1255621502, 1425387379, 2575261320, 30277364, 202167360, 158095776, 2366827610, 3018639624, 2891484652, 17179398, 245827942, 20422158, 617825073, 342330158, 16070299, 34234990, 5377152, 17029469, 457690799, 17138386, 489736571, 26829587, 940499281, 204482085, 22808941, 824343252, 245109455, 155265034, 24120696, 17201867, 17409753, 579434144, 18675704, 23142730, 28250356, 280639286, 45233046, 285774658, 14086918, 18193123, 306286907, 243080986, 1038393222, 505012121, 28190205, 558251172, 109829171, 17020301, 5749002, 290137961, 317975293, 3254671, 277155798, 137595763, 79345182, 414942466, 180431240, 269207886, 1176763177, 815277902, 15996338, 1245740364, 268807162, 471284662, 621035241, 330463850, 848398842, 175698205, 529611112, 250974172, 69662171, 77495997, 473472787, 94319570, 99190517, 169825386, 1132151066, 16138036, 116345718, 202364144, 127776770, 16787885, 1065874508, 203591440, 1101726998, 787613100, 566973108, 24519627, 227908391, 566973108, 524659763, 524659763, 20167716, 231670123, 189619479, 38578372, 38083206, 14189409, 438960345, 312697127, 1590691, 1205010060, 305323134, 420157161, 22672228, 323674328, 183171056, 350255445, 859941278, 280082481, 718255808, 87869624, 307576623, 782402059, 28247061, 29851314, 100310638, 192661063, 582036956, 240697075, 241606934, 100650563, 466117606, 185592069, 480689717, 199816253, 357031867, 264189139, 1251950473, 474276776, 23714661, 1193801665, 386282837, 620715737, 252978405, 22528800, 174507924, 16973705, 353083872, 437073026, 559830545, 281526792, 183554816, 421479463, 382964873, 48027712, 381360074, 75092222, 24153130, 243258571, 18959753, 1774981, 451425136, 1193801665, 565955166, 978651440, 825514621, 26894235, 11158692, 517058574, 23458411, 210045876, 14340043, 70983666, 20032116, 48050755, 26208524, 807370039, 55128958, 37156227, 245467017, 1205975444, 156306739, 353117635, 69984210, 79194685, 470656340, 69643591, 137445715, 22819351, 441383593, 17545469, 17545469, 17545469, 4765141, 33545324, 2564106816, 432944454"
politifact11552,"613725908, 278109395, 198945680, 170760633, 1377110670, 19611642"
politifact3428,"31176510, 172896984, 1007913786, 3279700405, 716674418907422720, 3279700405, 172896984, 172896984, 172896984, 302811424, 1257293401, 7227662, 110252780, 830448180915474433, 1346133792, 1346133792, 926280224085565441, 1146280572, 715647345879347200, 7227662, 7227662"
politifact52,"18827692, 18827692, 2905644674, 967844253174042624, 1704646470, 790937510067204096, 984173496904441857, 4083991396, 1473003397, 966854525532409857, 967844253174042624, 1082879233, 925882664111955970, 967844253174042624, 967844253174042624, 967844253174042624"
politifact15453,"450941680, 16815644, 20017835, 101801533, 14173315, 3171093349, 103960003, 825384373855719424, 42958829, 823950275253780480, 721303622672224260, 7001342, 475987201, 798985877246590976, 2329419626, 49518099, 88414946, 15741370, 621836837, 294440292, 279693468, 822992382459318272, 2905444113, 1193376632, 736670280303710208, 298109087, 25746381, 14532794, 111118715, 827983658120208384, 4907170281, 798278445218181120, 808755910566879234, 51728851, 416558277, 23620631, 517840915, 925483518154518528, 758929693932265472, 36649224, 389528617, 2907184294, 927823373723414528, 260783428, 3597512301, 17314616, 190260040, 251678894, 833925931559325697, 897596565589831682, 141485715, 832398943149502464, 1568057076, 15315204, 923679224, 2930557465, 3590061, 874942504956825600, 937505919751081984, 33367221, 2762478054, 135581728, 25773567, 16650480, 37595296, 3306562475, 3328146983, 711710800977604609, 955277941952385025, 778265660279238656, 23482145, 1216825567, 755447402476269568, 142009437, 789611832449257472, 1143898988, 110790607, 933127350, 344854154, 319801657, 3240040266, 938115722021974016, 4895689091, 229456953, 45717573, 18659414, 78250013, 919616005558755328, 816849338555133952, 999834427, 223901973, 802947933603844096, 2440480054, 745368493252612099, 365646866, 831618347057946628, 2673583435, 1173808716, 2673583435, 796408841965600768, 14173315, 813429580518293506, 47451515, 21203828, 21972031, 3231061699, 855633131147284485, 94432743, 36012111, 18335844, 2197106143, 600565816, 23086574, 61399101, 307973474, 752621952322318337, 388617706, 398959876, 706357166, 2577996000, 171588704, 174893636, 4800598694, 3130760753, 472275164, 1182581022, 826274642704875521, 278300169, 1549544370, 117255202, 17542635, 718239356083904513, 282197143, 758418755017904128, 1663210734, 222307184, 54144307, 755171941581848577, 972026281129840640, 14173315, 2395195572, 2424768000, 697452906010771456, 2719785195, 1056116426, 482249654, 955637670792884224, 75753952, 38498696, 417920355, 51548558, 2673583435, 19484980, 1656211117, 2270628523, 18661261, 195064562, 795840752983097344, 795375571974914048, 2511169878, 866441575227772928, 1523219748, 792419531650064384, 865947251906039808, 887092580445499392, 827491411780067329, 971401497958342656, 717017427163348992, 39603710, 2673583435, 3276639012, 717977083, 2833040368, 917417705770233857, 813429580518293506, 813429580518293506, 813429580518293506, 2833040368, 2833040368, 813429580518293506, 917417705770233857, 296794392, 3080051512, 1182851, 322020278, 244417596, 2229124866, 3184563102, 1095901676, 3221885629, 1257719485, 3373966107, 768507061634080768, 268607581, 125041688, 419912835, 3171093349, 462467664, 242988968, 14346779, 14253400, 375267359, 328669031, 833724848912420865, 4830992751, 423874935, 860305366776664064, 3995849711, 17430552, 15249113, 73276861, 953741003550212096, 3171093349, 382262006, 985664923190652933, 20859275, 877008627084775424, 41857043, 107444645, 802844174, 22848696, 364151797, 1884878096, 242619951, 1357342237, 102767861, 226252909, 2307418700, 2592456230, 721303622672224260"
politifact986,"1754641, 14612434, 14247387, 15177159, 15716039, 38067927, 49962947, 825472407641157632, 18103"
politifact15645,"941354286872702978, 94890592, 3097193449, 828271060751699968, 938609252884729856, 443427879, 953728601681219586, 755101666081378305, 50165411, 381743591, 14437914, 612832554, 2764720327, 564903476, 40505130, 85520692, 19221690, 760544600, 85991671, 350990667, 892366015840964608, 2721632946, 1017425062926995457, 157203330, 572962208, 1014593071, 346950373, 372575989, 71159369, 1628164556, 360191649, 1281930811, 1924482253, 136881432, 1482809672, 890058174463594496, 602509507, 1268325475, 25589710, 2773431445, 4914645808, 16334372, 259114219, 725056094192701444, 340466229, 242619951, 76751408, 1268325475, 1126851847, 1708491360, 18375327, 19943886, 776363741499756544, 333014276, 756932926571446272, 811810436488331264, 32562983"
politifact128,"20507795, 63155820, 17119759, 187548163, 273868093, 274358721, 92596461, 334789487, 6295782, 6295782, 6295782, 6295782, 135709068, 122957087, 325692738, 330239399, 569349485, 122826792, 134504258, 227859940, 219835627, 210986818, 216270430, 4252553543, 261863668, 796015982762463232, 632631116, 1566650000"
politifact134,"14662569, 193011427, 354840615, 354840615, 127118499, 48772388, 16189305, 454324248, 124696101, 228790621, 7597712, 69768385, 96131636, 1358218988, 39556282, 243446474, 370324700, 353145183, 280080082, 67709889, 170090083, 369760961, 537572195, 1513724820, 1027202444, 401645681, 22530626, 145307850, 3253532112, 199303612, 906761864, 850341738, 703024566201749504, 4860478813, 270437243, 20513764, 738090161976659968, 241104901, 289824306, 41366412, 1364710784, 373730900, 373730900, 373730900, 373730900, 373730900, 237345534, 2588699732, 24595471, 1357079564, 579046070, 1971533678, 66360919, 16187637, 63052355, 63052355, 816535879, 2250817146, 806891848002195456, 374004664, 2719358830, 712174704447062016, 18741171, 23824000, 701792443541225473, 924647046669393920, 51939949, 809559654804103169, 3396413487, 3219680120, 832237117887483904, 831730575153229825, 832692476443963392, 713368078193717248, 846660212157300736, 857088827160219650, 846769437160091648, 823827147672272897, 846729904548929536, 831491267435507716, 831032331523805184, 847542463992520704, 846929412629024768, 857632731252924416, 847801604275175424, 858001018923098112, 831872690747166720, 846769437160091648, 846660212157300736, 831032331523805184, 823827147672272897, 832237117887483904, 870133969509007362, 831491267435507716, 831872690747166720, 831730575153229825, 956036035, 3348021964, 1344558828, 21873431, 4184334562, 420012327, 841550880, 154361061, 459023633, 202951147, 3002423335, 55981712, 2867231993, 774213169, 767670895334690817, 1865646084, 282757348, 373730900, 15922214, 806642686052577280, 722950992388591616, 1093709436, 3665397556, 2156903066, 884795660582531072, 4520484798, 741567239019761664, 72025298, 1890308449, 2474493694, 789804744713744385, 1031626858734006273, 903073942507802626, 788581267801595905, 775486123229388800, 241179144, 958066844740587521, 863797540071911424, 585880691, 2796266674, 105645888, 201324127, 959375792, 727472528, 741597734, 298662437, 760337630, 403496360, 559864210, 452686325, 286977106, 26111178, 1550449868, 15267611, 176896430, 29544717, 17089385, 778255610, 18038429, 33435693, 4893329892, 48071635, 2341358222, 4005092840, 61104689, 560833871, 20618180, 415176405, 187657428, 2721239289, 77529321, 480900509, 1548714900, 422181027, 214246330, 708309848, 51259550, 4175155288, 2856190822, 2608043178, 1431738110, 1967730090, 2258357868, 3120820724, 146931069, 77543868, 22370303, 2376982011, 201727015, 57798679, 3228601898, 31585002, 15235091, 220185960, 4889620535, 19102399, 74607514, 246667561, 2218836026, 3388629905, 3344387495, 245538544, 751466597420822528, 631543401, 993190820, 19186003, 264333941, 631543401, 264333941, 19750998, 296868380, 156540927, 806891848002195456, 933378720, 820476999609282560, 1111610040, 4729462223, 169954894, 26168056, 254175763, 23237571, 933378720, 933378720, 852011923, 37993527, 2906348990, 21873431, 496190214, 2984260990, 916626929297608705, 202951147, 869213883080167424, 26090163, 146792585, 876724856, 1452558403, 330024514, 46746313, 805456131246223360, 3665397556, 168799576, 741567239019761664, 1566816938, 2583335345, 716415570963337216, 45833900, 222326912, 974231455, 893850626354020352, 2315567360, 456439347, 87789512, 113488773, 872067355651829761, 3167923560, 4898344830, 35751654, 23028288, 353918988, 25917879, 810598770635198464, 2167098270, 860713752, 525726943, 4223111532, 161485260, 1063209222, 877858082726043648, 955925301019725824, 3063797718, 50230100, 795664647525437444, 982739010949758976, 542318370, 172852209, 541125631, 1018889651333967872, 467814217, 565738207, 788146254496800768, 822779375368085505, 4374817349, 45833900, 817032834913280001, 844897751213228032, 963211643676168195, 728736326, 782168258921295872, 948597824245047297, 1026453054504284161, 3301847203, 896632963831648260, 803643472590868480, 2596671277, 741052907718610944, 22440812, 782168258921295872, 3155008455, 30904101, 820454758288912387, 713898991, 3301847203, 745631220, 3669275308, 27556420, 930126352094715905, 312848382, 194907173, 539313405, 2182636198, 796203666055249921, 1632004423, 1890308449, 2743339279, 1021736687989391361, 905800088718643200, 832724749264502784, 1902620107, 187351126, 785897261725122560, 944207423300145152, 1673370270, 774699551764525056, 217137252, 383418826, 434701535, 391110906, 16335102, 2341977604, 1078347888, 53332427, 954224989611413504, 335758030, 485561695, 755562040811409408, 467950081, 817928352115916800, 88952703, 14984662, 402102629, 340334747, 1301244769, 625122575, 565112744, 2480765648, 4620595655, 2562855736, 1028499104832344064, 865718781594800130, 795120763938320391, 800821781934329856, 2184258087, 433410558, 3370714355, 1511976456, 21868115, 74490987, 785940607940366336, 593962110, 436116661"
politifact421,"14511951, 16315743, 19908153, 40885943, 66237835, 1078423556, 3799846158, 135531487, 388333292, 17239307, 50451751, 1269876919, 161495846, 831894690509254658, 135531487, 161495846, 135531487, 4864536709, 885373646344245248, 885373646344245248, 388333292, 388333292, 908822787233652742, 885373646344245248, 1685519227, 908822787233652742, 885373646344245248"
politifact12944,"23498741, 210238865, 39845469, 31405282, 40333930, 39845469, 321439621, 219389777, 39845469, 3315557201, 292505576, 169298429, 13575452, 563882576, 2593708296, 3345492447, 39845469, 39845469, 39845469, 108617918, 211523586, 956538587247464449, 32925465, 2391379874, 93725193, 45883118, 50535792, 54443033, 1268325475, 39845469, 39845469, 24081088, 2874550577, 45552165, 39845469, 111632652, 147306877, 88718316, 915364186573729792, 837978600469069824, 40333930, 562347031, 2636636399, 2908759503, 497281938, 181660821, 30029165, 17679507, 2469584517, 838834195, 43429485, 2211084008, 2241996661, 480140335, 868963235264839680, 4739285661, 778683776234688514, 743308232, 4627120276, 4187302929, 2578601660, 3238834748, 708993029567344640, 1522180518, 918853083723128832, 612090813, 910610285588774912, 4705196303, 4877022027, 440214921, 977432202, 707586177700909056, 45883118, 14411480, 76717883, 137438408, 65914005, 137438408, 137438408, 137438408, 65914005, 28815270, 295598129, 63972462"
politifact8071,"702455576, 63520529, 17028405, 15483453, 280976974, 210723540, 263095064, 1351115478, 242006937, 25969442, 1545491490"
politifact1500,"101953428, 103560785, 23894420, 24182057, 25471127, 110918004, 49192413, 113504849, 26218224, 112183439, 36688854, 62447206, 51705556, 74781364, 49262454, 62928539, 23182066, 81988652, 49192413, 84388315, 7713202, 68803674, 15394954, 19291582, 21315898, 25471311, 15735191, 21857709, 22643800, 60941344, 60941344, 103316756, 19612749, 48566603, 30096408, 63024175, 40630448"
politifact8069,"702455576, 63520529, 17028405, 15483453, 15532037, 280976974, 161501111, 152801314, 380703912, 210723540, 329993100, 380693277, 263095064, 868577090, 1596794966, 1351115478, 242006937, 25969442, 1545491490"
politifact74,"2164124363, 912870048, 19037089, 19037089, 19037089, 4498960049, 19037089, 19037089, 423795650, 975176395, 796864224932855808, 796864224932855808, 796864224932855808, 796864224932855808, 975176395, 796864224932855808, 796864224932855808, 827186504552243200, 827186504552243200, 827186504552243200, 827186504552243200, 2164124363, 2164124363, 2164124363, 2975114883, 49647995, 66623712, 38932241, 37067481, 170400197, 112676731, 112680971, 112672910, 112680370, 99813303, 364938826, 41883285, 210259272, 210259272, 259175247, 202428875, 178026982, 153604789, 271819393, 546318699, 314048936, 314048936, 998411348, 200646221, 147253779, 20880539, 1548823788, 19037089, 1244114502, 796864224932855808, 796864224932855808, 796864224932855808, 827186504552243200, 1548823788"
politifact6646,"22544948, 14112324, 78065435, 21696279, 18188773, 386767657, 18244561, 22280445, 114014290, 94212383, 94212383, 430334165, 21552398, 104519864"
politifact6641,"14261352, 105015120, 12176732, 12176732, 35013862, 16915757, 40104651, 18706750, 21536937, 25072551, 16839629, 106591530, 26051826, 236149457, 50653285, 221992638, 260848405, 8062262, 15436295, 612835158, 18122583, 10186662, 261339860, 98025980, 19239297, 470726943, 23096621, 21595926, 547121338, 58500096, 801146490, 499288700, 48194903, 212707756, 47128578, 346100199, 2471629956, 32554327, 53043531, 17156932"
politifact6360,"228598783, 17085087, 251265927, 166122260, 49753604, 276391590, 18086787, 312446509, 6902672, 14167226, 533402211, 481160908, 44952489, 17039580, 21533462, 133334880, 41487895, 192258054, 6620662, 19376746, 118552712, 21691269, 153403310, 153403310, 232579939, 232579939, 20260039, 398284671, 23273674, 26887881, 28899112, 366593998, 49753604, 312446509, 356767130, 731956597, 116562661, 2311514023, 97063671, 14574179, 18308638, 387849779, 17298131, 251265927, 26887881, 28899112, 366593998, 49753604, 116562661, 312446509, 2260008948, 731956597, 2793168046, 14574179, 1546754881, 1024670244, 2332096004, 97063671, 30403944, 93042226, 592163131, 97780931, 279164084, 2620185144, 20260039, 19207732, 298283715, 335363522, 203132018, 368395731, 304337832, 125122538, 1596234775, 108006063, 2825742564, 604160529, 614369544, 98926033, 284321268, 301019006, 3088104622"
